In the GOOD, BAD, and UGLY scheme, what are the UGLY microorganisms?	Those that cause foodborne illnesses. They often do not change the taste or smell of the food.	FNH200::Lesson05
Which microorganism types may contribute to fermentation?	Vegetative cells of bacteria, yeasts, and moulds. Bacterial spores do NOT contribute to fermentation.	FNH200::Lesson05
Give the lecture example of one organism type being both GOOD and UGLY.	Moulds: the white rind on brie is good, but mould growing on bread is not. Context determines the category.	FNH200::Lesson05
Which organisms cause deterioration by infestation?	Insects, parasites, and rodents, plus birds (the lecture adds crows).	FNH200::Lesson05
Name the enzyme responsible for the browning of an apple after it is cut.	Polyphenol oxidase. It oxidizes phenolic compounds into brown pigments, causing enzymatic browning.	FNH200::Lesson05
How does enzymatic browning differ from Maillard browning and caramelization?	Enzymatic browning is a separate third browning pathway driven by polyphenol oxidase plus oxygen, not by sugar plus protein (Maillard) or sugar plus heat (caramelization).	FNH200::Lesson05
List four ways to prevent apple slices from enzymatic browning.	Dipping in hot water, dipping in water, dipping in water with lemon juice, and applying sulfur dioxide (all of the above).	FNH200::Lesson05
Why does each browning-prevention method work: hot water, plain water, lemon juice, sulfur dioxide?	Hot water denatures the enzyme; plain water blocks oxygen; lemon juice lowers the pH below the enzyme's working range; sulfur dioxide is a chemical inhibitor.	FNH200::Lesson05
An uncut apple is brown on the inside. What caused the colour change?	Improper storage temperature. It is a storage injury, not sunlight, moisture loss, or parasite infestation.	FNH200::Lesson05
What combination of components causes oxidation and lipolytic rancidity?	Fat and oxygen.	FNH200::Lesson05
Give lecture examples of physical damage as a cause of deterioration.	Crushing of fresh fruits, cookies, and similar products.	FNH200::Lesson05
Retrogradation of bread starch leads to tough and dry bread due to what?	All of: syneresis squeezing water out from between the starch molecules, moisture loss during storage, and exclusion of the water previously absorbed during gelatinization.	FNH200::Lesson05
Give examples of semi-perishable foods.	Ice cream, cheese, and potato chips. Dehydrated pasta is NOT semi-perishable, it is shelf stable.	FNH200::Lesson05
Give examples of perishable and shelf-stable foods.	Perishable (days): fresh meat, fish, milk, soft produce. Shelf stable (months to years): canned goods, sugar, flour, dehydrated pasta.	FNH200::Lesson05
What thermal process is used when apple slices are dipped in hot water to prevent enzymatic browning, and what does it target?	Blanching, a mild heat treatment that inactivates enzymes such as polyphenol oxidase. It is also what is done to vegetables before freezing.	FNH200::Lesson06
What is the main purpose of pasteurizing milk?	To eliminate pathogenic (ugly) microorganisms. It does not target spoilage organisms, psychrotrophs, or enzymes, which is why pasteurized milk still spoils and needs refrigeration.	FNH200::Lesson06
What does commercial sterilization aim for, and which organism is it aimed at?	It aims for 'complete' elimination of all microorganisms, targeting Clostridium botulinum spores. It is achieved by canning and UHT (ultra-high temperature).	FNH200::Lesson06
Which of these does commercial sterilization target: spoilage organisms, pathogens, spores, thermophilic spores? Why are thermophilic spores excluded?	It targets spoilage-causing microorganisms, pathogenic microorganisms and spores, but NOT thermophilic spores. Thermophiles need about 50 C or more to grow, so survivors sit harmlessly at storage temperature - hence commercial rather than absolute sterility.	FNH200::Lesson06
Canning vs UHT: what is the difference in the order of operations?	Canning: food is placed in the container and sealed FIRST, then the whole package is heated. UHT: the food is heated up first at ultra-high temperature, THEN filled into the container.	FNH200::Lesson06
Do the containers have to be sterilized before filling in canning vs in UHT?	Canning containers only need to be clean, because the sealed package is heated afterwards. UHT containers must be fully sterilized beforehand.	FNH200::Lesson06
What is aseptic packaging?	The food and the package are sterilized separately and then combined (filled and sealed) in a sterile environment. It is what makes UHT products shelf-stable.	FNH200::Lesson06
What is the official name of the juice-box packaging material, and how is it most commonly sterilized?	Tetra Pak, sterilized with hydrogen peroxide. Not ascorbic acid, carbon dioxide, pressurized steam, or superheated steam.	FNH200::Lesson06
Give examples of canned products vs UHT-aseptically packaged products.	Canning: SPAM, canned tuna, soup, canned peaches. UHT-aseptic: shelf-stable Parmalat milk (longest shelf life of the milks shown), ketchup, sriracha, protein shakes, latte pouches.	FNH200::Lesson06
Packaging pros and cons: tin can and glass jar.	Tin can: durable, cheap, opaque, but heavy and can corrode. Glass jar: inert, resealable, see-through, but heavy and breakable.	FNH200::Lesson06
Packaging pros and cons: Tetra Pak and retortable pouch.	Tetra Pak: light and cheap to ship, but not resealable and hard to recycle. Retortable pouch: light and heats fast, but can puncture.	FNH200::Lesson06
Choosing between blanching, pasteurization and sterilization depends on what three things?	The type of food (chemical, taste, usage), the storage conditions, and the targeted microorganisms.	FNH200::Lesson06
How do you recognize a logarithmic graph, and why is one used for survivor counts?	Its gridlines bunch up and are labelled in powers of ten (1, 10, 100, 1000, 10000) instead of even intervals (0, 10, 20, 30...). Each heating interval kills the same percentage, not the same number (6000 to 600 to 60 to 6), so a log axis turns survivors vs time into a straight line.	FNH200::Lesson06
Distinguish the thermal death RATE curve from the thermal death TIME curve.	Thermal death rate curve: number of survivors (log scale) vs time at one temperature; its slope gives the D-value. Thermal death time curve: D-value (log scale) vs temperature; it gives the Z-value.	FNH200::Lesson06
Define the D-value, and state when it stays constant.	D-value (decimal reduction time) is the time it takes to kill 90% of the microorganisms, i.e. one log cycle. It is fixed for the same microorganism, in the same food, at the same temperature - but it changes at different processing temperatures.	FNH200::Lesson06
On thermal death rate curves, how does the slope relate to the D-value, and which organisms are most resistant?	Steeper line = faster death = smaller D-value, so the shallowest line (e.g. C among A, B, C) has the largest D-value. Ranked by resistance: vegetative cells (steepest) < C. botulinum spores < spores of thermophilic bacteria (shallowest).	FNH200::Lesson06
Starting with 6000 microbes and D = 5 min, list the survivors at 0, 5, 10, 15, 20 and 25 minutes.	6000, 600, 60, 6, 0.6, 0.06.<br>One log cycle is removed every 5 minutes.	FNH200::Lesson06
Chicken broth (pH 6.2) had 4,000 units of bacteria; after 18 min at 98 C only 4 units were left. What is the D-value?	4000 -> 400 -> 40 -> 4 = 3 log cycles.<br>D = 18 min / 3 = 6 minutes.	FNH200::Lesson06
Chicken broth, pH 6.2, D = 6 min. According to common practice, how long should it be processed?	pH 6.2 is at or above 4.6, so it is low-acid -> 12D.<br>12 x 6 min = 72 minutes.	FNH200::Lesson06
A pathogen has a decimal reduction time of 5 minutes in tomato juice at 91 C. How long should the juice (pH 3.8) be processed to sterilize it?	pH 3.8 is below 4.6, so it is high-acid -> 5D.<br>5 x 5 min = 25 minutes.	FNH200::Lesson06
Bacterial load fell from 40,000 to 4,000 units in 4 minutes. Find D, and the total time for (i) 4 units, (ii) 0.4 units, (iii) 5D, (iv) 12D.	40,000 -> 4,000 is 1 log cycle in 4 min, so D = 4 min.<br>(i) 4 logs = 16 min; (ii) 5 logs = 20 min<br>(iii) 5D = 20 min; (iv) 12D = 48 min.	FNH200::Lesson06
State the pH 4.6 rule for processing time.	pH equal to or above 4.6 (low-acid): longer processing time, 12D (12 times the D-value). pH below 4.6 (high-acid): shorter processing time, 5D (5 times the D-value).	FNH200::Lesson06
What is the '12D botulinum cook' and why is it considered enough?	Twelve log reductions of C. botulinum in low-acid food. Starting from one spore per can, the odds of a survivor are about one in a trillion, giving safety without ever having to prove sterility.	FNH200::Lesson06
Define the Z-value, and say what a small Z-value implies.	Z-value is the change in temperature that causes a 10x change (one log cycle) in the D-value. A small Z-value means the organism is very responsive to temperature.	FNH200::Lesson06
A pathogen has D = 5 min (300 s) at 91 C and Z = 5 C. What is its D-value at 121 C?	121 - 91 = 30 C; 30 / 5 = 6 log cycles.<br>300 s / 10^6 = 0.0003 seconds.	FNH200::Lesson06
Tomato juice: D = 7 min (420 s) at 91 C, Z = 5 C. Give D at 96, 101, 106, 111, 116 and 121 C.	Every 5 C rise divides D by 10.<br>42, 4.2, 0.42, 0.042, 0.0042, 0.00042 seconds.	FNH200::Lesson06
Tomato juice at pH 4.4 has D = 0.00042 s at 121 C. What is the F-value?	pH 4.4 is below 4.6, so high-acid -> 5D.<br>F = 5 x 0.00042 = 0.0021 seconds.	FNH200::Lesson06
Pineapple juice heated at 96 C for 30 min: Bacteria A went 48,000 -> 4,800 (Z = 10 C), Bacteria B went 150,000 -> 150 (Z = 5 C). Find their D-values at 96, 106 and 86 C.	A: 1 log in 30 min -> D = 30 min; at 106 C = 3 min; at 86 C = 300 min.<br>B: 3 logs in 30 min -> D = 10 min; at 106 C (10/5 = 2 cycles) = 0.1 min; at 86 C = 1000 min.	FNH200::Lesson06
Define the F-value.	A mathematically calculated number describing the total lethal effect of the process at the slowest heating point in the container. It is the time required to sterilize a selected organism at the reference temperature 121.1 C (250 F).	FNH200::Lesson06
What are the three steps for calculating an F-value?	1) Convert the D-value to 121 C using the Z-value. 2) Check the pH of the food to decide 5D or 12D. 3) Multiply. Convert first, then decide 5D or 12D.	FNH200::Lesson06
Ranch dressing, pH 5.3, D = 3 min (180 s) at 91 C, Z = 10 C. What is the F-value?	30 C / 10 = 3 log cycles, so 180 s -> 0.18 s at 121 C.<br>pH 5.3 is above 4.6 -> 12D; F = 12 x 0.18 = 2.16 seconds.	FNH200::Lesson06
What assumptions and precautions create the margin of safety in thermal processing?	Assume the most commonly found toxic microorganism C. botulinum is present, assume it is in its most resistant form (spores), and design the process on an even more heat-resistant relative. Plus: C. botulinum does not grow in acid, and sanitation minimizes the starting contamination.	FNH200::Lesson06
Conduction heating: how does heat move, in which foods, and where is the cold point?	Heat transfers molecule to molecule in straight lines, in solid foods such as SPAM and pumpkin puree. The cold point is at the geometric centre of the container.	FNH200::Lesson06
Convection heating: how does heat move, in which foods, and where is the cold point?	Heat transfers by fluid motion - the fluid heats along the hot container walls and rises - in thin liquids such as broth and juice. It is much faster and the cold point sits lower, below the centre.	FNH200::Lesson06
How is heat transferred in a can of corn chowder, and what about cranberry sauce that gels during processing?	Corn chowder: mainly convection, with some conduction. Cranberry sauce starts as a liquid heated by convection and gels partway through, switching to conduction.	FNH200::Lesson06
What is the temperature range used for cold storage (refrigeration) of foods?	-2 to 16 degrees C.	FNH200::Lesson07
What does cold storage / refrigeration do to microorganisms?	It slows down the growth of microorganisms. It does not stop growth and does not kill them.	FNH200::Lesson07
Is there a single optimal refrigeration temperature for all foods?	No. The optimal temperature varies by food, and some produce is actually damaged at refrigeration temperatures.	FNH200::Lesson07
Freezing preserves foods by which three mechanisms?	Slowing down microbial growth, stopping microbial growth, and freezing water molecules.	FNH200::Lesson07
Does freezing kill and eliminate microorganisms?	No. Freezing does NOT kill microorganisms; it freezes water, and the dormant microbes resume growing on thawing.	FNH200::Lesson07
What happens to water activity when a food is frozen?	It decreases. Liquid water is converted to ice, so free water available to microorganisms drops (freezing does NOT increase water activity).	FNH200::Lesson07
What is modified atmosphere packaging (MAP)?	The gas mixture inside the package is altered at the time of packing and then left alone. Examples: trays of salami, pre-cut fruit, fresh pasta.	FNH200::Lesson07
What is controlled atmosphere packaging/storage?	Storage conditions (the gas atmosphere) are actively monitored and maintained over time, as in commercial apple storage rooms.	FNH200::Lesson07
What is vacuum packaging, and which microorganisms is it especially effective against?	Air is drawn out of the package before sealing. It is especially effective against aerobic spoilage-causing bacteria.	FNH200::Lesson07
What does vacuum packaging NOT protect against?	Anaerobic organisms. This is why vacuum-packed deli meats still need nitrite and refrigeration.	FNH200::Lesson07
What is moisture barrier packaging?	Packaging designed to keep water in the food or keep water out of the food.	FNH200::Lesson07
What is syneresis, and which refrigerated-food changes does it cause?	Syneresis is water being squeezed out of a gel network. In refrigerated foods it causes staling of bread and drip loss in fish.	FNH200::Lesson07
Which refrigerated-food changes are NOT caused by syneresis?	Colour change in fresh meat (that is pigment chemistry), loss of nutrients, and loss of crispness and flavour in fruits and vegetables.	FNH200::Lesson07
During freezing, what happens to the volume of water, and why does it matter?	It increases; water expands about 9% as it becomes ice. The expanding ice crystals push against, stretch, and can puncture cell walls.	FNH200::Lesson07
Rapid (deep) freezing produces what kind of ice crystals, and where?	Many small ice crystals, formed both inside and outside the cells, causing minimal structural damage.	FNH200::Lesson07
Slow (mild-temperature) freezing produces what kind of ice crystals, and where?	Few large ice crystals, formed mostly outside the cells; they grow large and rupture cell walls, giving mushy thawed product.	FNH200::Lesson07
What is drip loss?	Loss of cell fluid from a thawed food because large ice crystals ruptured the cell structure during freezing or frozen storage.	FNH200::Lesson07
Drip loss in thawed strawberries is a result of what?	The formation of large ice crystals due to fluctuating storage temperature.	FNH200::Lesson07
What is the single most important factor in producing high-quality frozen foods?	Keeping the freezing/storage temperature CONSTANT (not simply keeping it low, and not crystal size alone).	FNH200::Lesson07
What is recrystallization in frozen foods?	When storage temperature fluctuates, ice partly melts and refreezes elsewhere, so water molecules migrate and join existing crystals, which grow larger.	FNH200::Lesson07
Ice crystals seen on improperly stored ice cream are a result of what?	Migration of water molecules, caused by fluctuating (not stable) storage temperature.	FNH200::Lesson07
What is freeze burn?	The dried, discoloured, leathery patches seen on improperly packaged frozen foods such as meat and chicken.	FNH200::Lesson07
What physical process causes freeze burn?	Sublimation: ice passes directly to vapour and escapes through inadequate packaging, leaving dehydrated tissue behind.	FNH200::Lesson07
Name the four freezing methods covered in Lesson 7.	Air-blast freezing, indirect contact freezing, immersion freezing, and cryogenic freezing.	FNH200::Lesson07
What is air-blast freezing, and what specialized equipment does it include?	Cold air is blasted over the food. It includes fluidized-bed freezers, which produce IQF (individually quick frozen) product such as small pieces and chunks.	FNH200::Lesson07
Strawberries, mango chunks and shrimp are best frozen by which method?	Individually quick frozen (IQF) by fluidized-bed freezers.	FNH200::Lesson07
What is indirect contact freezing, and what equipment is used?	The food contacts a cold surface but never touches the refrigerant itself. Equipment includes plate freezers and slush freezers.	FNH200::Lesson07
What is immersion freezing?	The food, usually already packaged, is dunked into a cold liquid; contact is excellent so freezing is very fast.	FNH200::Lesson07
A turkey (or other large, bagged, irregular food) is frozen by which method?	Immersion freezing.	FNH200::Lesson07
What is cryogenic freezing?	The extreme, near-instant freezing method, using liquid nitrogen or carbon dioxide.	FNH200::Lesson07
Which packaging material is NOT suitable for frozen products, and why?	Glass bottles. Water expands on freezing but glass does not, so the glass shatters.	FNH200::Lesson07
Which packaging materials are standard versus less common for frozen foods?	Standard: cardbox (cardboard) and plastic film. Less common but workable: foil film and Tetra Pak.	FNH200::Lesson07
How does thawing rate compare with freezing rate, and why?	Thawing is slower than freezing. Water conducts heat better than ice, so the thawed outer layer insulates the still-frozen core.	FNH200::Lesson07
Why should frozen food be thawed in the refrigerator rather than on the counter?	The warm thawed outer layer is ideal for microbial growth, and freezing never killed those microbes - it only paused them.	FNH200::Lesson07
Rank the shelf life of pasteurized milk (jug or carton) versus UHT-sterilized Parmalat milk.	UHT-sterilized Parmalat is longest (months, shelf-stable without refrigeration); pasteurized milk plus refrigeration is shortest (days).	FNH200::Lesson07
What is the principle of dehydration?	Removal of free water AND lowering of water activity. It is NOT elimination of pathogenic or spoilage-causing microorganisms.	FNH200::Lesson08
Does dehydration kill or eliminate microorganisms in food?	No. Drying only lowers water activity so microbes cannot grow - like freezing, which immobilizes free water as ice instead of removing it. Pathogens and spoilage organisms survive and grow again once the food is rehydrated and held warm.	FNH200::Lesson08
During dehydration, what happens to water in the food? (exam wording)	It is removed from the surface of the food first, AND it is often trapped in the centre. Both statements are true.	FNH200::Lesson08
What is case hardening?	When the surface dries too fast it forms a tough, sealed shell while the inside is still wet, so trapped moisture cannot escape. The result is a leathery crust around a damp core - unstable and prone to spoiling from within.	FNH200::Lesson08
How is case hardening prevented?	Dry gently: lower temperature and longer drying time, so the moisture gradient stays manageable.	FNH200::Lesson08
What is the white powder seen on the surface of dried pineapple or mango?	Sugar.	FNH200::Lesson08
How does the white sugar powder get onto the surface of dried pineapple?	It was left behind on the surface as water was removed. It was not added; water evaporates but dissolved sugar cannot, so it crystallizes out on the surface.	FNH200::Lesson08
Name the seven dehydration methods covered in Lesson 08.	Sun drying, tray (hot air) drying, spray drying, vacuum microwave drying, drum drying, deep fat frying, extrusion drying.	FNH200::Lesson08
What is the most common form of dehydration worldwide?	Sun drying.	FNH200::Lesson08
Why is sun drying so widely used, and what does it require?	It is the oldest method, cheap and needs no equipment; it does require good weather.	FNH200::Lesson08
Give signature foods dried by sun drying.	Raisins, dried shiitake mushrooms, dried mango.	FNH200::Lesson08
Describe tray (hot air) drying.	Food is placed on trays and hot air is blown over it. Simple and industrial, but the heat damages colour and flavour.	FNH200::Lesson08
Describe how spray drying works.	A liquid is atomized into a fine mist inside a hot chamber; the tiny droplets dry almost instantly and fall out as a powder.	FNH200::Lesson08
Skim milk powder, instant coffee, and other liquid foods are often dried by which method?	Spray drying. Exam shortcut: if the question says liquid turned into a powder, the answer is spray drying.	FNH200::Lesson08
Describe how drum drying works.	A slurry is spread as a thin film on a hot rotating drum heated by 120 degrees C steam inside; the thin dry layer is scraped off and falls into a solids collector.	FNH200::Lesson08
What is a doctor blade and where is it used?	The blade in a drum drier that scrapes the thin dried sheet off the surface of the rotating drum.	FNH200::Lesson08
What is the signature product of drum drying?	Instant mashed potato (potato slurry dried to flakes).	FNH200::Lesson08
Which dehydration technique was developed at UBC?	Vacuum microwave drying.	FNH200::Lesson08
How does vacuum microwave drying work and why is it good?	Microwaves heat the food from within while a vacuum lets water boil off at low temperature. It is fast and gentle, so colour and nutrients are retained.	FNH200::Lesson08
In deep fat frying, which functional property of fat (from Lesson 02) makes it work as a drying medium?	Fat withstands high temperature. The hot oil flashes the water out of the food.	FNH200::Lesson08
What is the important property of deep fat-fried instant noodles?	Rapid rehydration rate due to the voids left as water evaporated. Escaping steam leaves a sponge of tiny channels that boiling water floods back into.	FNH200::Lesson08
Describe extrusion drying.	Dough is forced under heat and pressure through a die; when it exits into normal pressure the trapped steam flashes off and the product puffs.	FNH200::Lesson08
Give signature foods made by extrusion drying.	Cheerios, cheese puffs, shrimp crackers, veggie straws.	FNH200::Lesson08
What are the two steps of freeze drying?	(1) Freeze the food solid. (2) Dry it under vacuum (low pressure, low temperature) so the ice sublimes.	FNH200::Lesson08
What is sublimation?	The change of a solid directly to vapour, skipping the liquid phase. In freeze drying, ice goes straight to water vapour.	FNH200::Lesson08
Sublimation appears twice in the course - as a defect and as a process. Where?	As freeze burn (freezer burn) during frozen storage, and as the deliberate, controlled drying step in freeze drying.	FNH200::Lesson08
Why does freeze-dried food keep its original size and shape?	Water leaves as vapour from wherever the ice crystals were, and each crystal leaves behind a void, so the structure never collapses.	FNH200::Lesson08
List the quality advantages of freeze-dried food.	Keeps its original size and shape (an air-dried strawberry shrivels to about half size), keeps bright colour, rehydrates faster and better, and has excellent flavour and nutrient retention.	FNH200::Lesson08
What allows freeze-dried strawberries to stay bright pink?	Low temperature drying under vacuum. No heat means no browning and no pigment damage - not added colourants.	FNH200::Lesson08
Air-dried vs freeze-dried strawberry: which rehydrates better and faster, and why?	The freeze-dried one, because the voids left by sublimed ice crystals are open channels for water to rush back in.	FNH200::Lesson08
What are the disadvantages of freeze drying, and where is it used anyway?	It is slow and expensive (freezing plus vacuum chambers). Used where quality justifies cost: premium instant coffee, astronaut food, camping meals.	FNH200::Lesson08
How do spray-dried and freeze-dried instant coffee differ in appearance?	Spray dried is fine, dark and powdery; freeze dried is larger, lighter-coloured, glassy granules.	FNH200::Lesson08
What type of packaging material is best for dried foods, and why?	Tin card (foil), because it blocks light and prevents oxidation. It is also a moisture barrier - hence the metallized lining of chip bags.	FNH200::Lesson08
Why do dried foods need protection from oxygen and light?	They are high-surface-area products and are prone to oxidative rancidity; the package must also keep water out after all that water was removed.	FNH200::Lesson08
Why are plastic, cardboard, and glass not the best packaging for dried foods?	Plastic alone is a decent water barrier but lets light through; cardboard prevents crushing but not moisture; glass appeals to consumers but does nothing useful here.	FNH200::Lesson08
Define the term "biotechnology".	The use of living organisms, or parts of them, to make products. It covers both ancient fermentation (cheese, beer, soy sauce) and modern genetic engineering.	FNH200::Lesson09
Which one of the following was NOT a biotechnological (aka genetically modified) product: canola, cheese, insulin, or papaya?	None of them - all four are biotechnology products. This is the classic "all of the above in disguise" answer.	FNH200::Lesson09
Give examples of biotechnology products named in Lesson 09.	Beer, bovine rennin, flavouring ingredients, miso, soy sauce and xanthan gum - all of them. Also chymosin, vitamins, invertase, glutamic acid, bread, cheddar, yogurt and probiotic drinks (Yakult).	FNH200::Lesson09
Table 9.1: lactic acid bacteria acting on cucumbers, olives and cabbage give which fermented products?	Cucumbers give dill pickles and sour pickles; olives give green olives and ripe olives; cabbage gives sauerkraut and kimchi.	FNH200::Lesson09
Table 9.1: lactic acid bacteria acting on milk, dairy and meat give which fermented products?	Milk gives kishk; dairy gives sour cream and yogurt; meat gives meat sausages (salami).	FNH200::Lesson09
Which two "surprising" commodities in Table 9.1 are fermented by lactic acid bacteria?	Coffee cherries (to coffee beans) and vanilla beans (to vanilla). Both pass through a fermentation step - a favourite exam curveball.	FNH200::Lesson09
Table 9.1: which microorganisms produce Swiss, Emmenthaler and Gruyere cheeses?	Lactic acid bacteria together with propionic acid bacteria, acting on dairy products.	FNH200::Lesson09
Table 9.1: lactic acid bacteria with mould acting on vegetable products give what?	Tempeh and soy sauce.	FNH200::Lesson09
Table 9.1: lactic acid bacteria with mould acting on dairy products give what?	Roquefort, Camembert, Brie and blue cheeses.	FNH200::Lesson09
Table 9.1: list the yeast fermentations (commodity to product).	Malt to beer, ale and stout; fruit to wine and vermouth; wines to brandy; rice to sake; bread dough to bread.	FNH200::Lesson09
Which microorganism leads to the production of alcoholic beverages, and how?	Yeast; it converts glucose to ethanol. Not lactic acid bacteria, and not "ethanol to acetic acid" - that is the vinegar step.	FNH200::Lesson09
How is vinegar produced, and from which Table 9.1 commodity?	Acetic acid bacteria acting on grapes; they convert the ethanol made by yeast into acetic acid. Two different organisms doing two separate steps.	FNH200::Lesson09
Name the three principles of preservation by fermentation.	Microbial antagonism, antimicrobial agents, and lowering pH.	FNH200::Lesson09
What is microbial antagonism?	It encourages the growth of alcohol- and acid-producing microorganisms while suppressing spoilage-causing microorganisms.	FNH200::Lesson09
What is a starter culture?	The deliberate inoculation of the desired microorganisms - commercial yeast, a spoonful of yogurt, a sourdough starter - instead of relying on the right microbes arriving by chance.	FNH200::Lesson09
Which environmental factors must be controlled to create a favourable environment for fermentation?	Temperature, salt, oxygen and moisture. Kimchi is the example: salt the cabbage, pack it tight to exclude oxygen, and hold it at the right temperature.	FNH200::Lesson09
Outline the full sequence of microbiological, chemical and physical changes converting milk to cheese.	Pasteurize the milk; add the lactic acid culture (plus other microorganisms if chosen) and the coagulating enzyme (rennet or rennin-like substitute); fermentation converts lactose to lactic acid; curd coagulation as casein micelles form a gel; cutting and cooking; separation into curd and whey. The curd is then matted, milled, salted, pressed, cured and ripened, and packaged for retail.	FNH200::Lesson09
What is the key chemical change during the fermentation stage of cheese making?	Lactic acid bacteria convert lactose to lactic acid, lowering the pH.	FNH200::Lesson09
What happens at the curd coagulation stage, and which two physical operations follow it?	Casein micelles that are normally stable in calcium become calcium-sensitive micelles that form a gel. The gel is then cut and cooked, driving out liquid and splitting the mass into curd and whey.	FNH200::Lesson09
What is contained in the CURD?	Casein, fat, most of the calcium and phosphorus, lactic acid, and water.	FNH200::Lesson09
What is contained in the WHEY?	Whey proteins, water-soluble vitamins, some calcium and phosphorus, water, lactose, and lactic acid.	FNH200::Lesson09
After the curd is separated from the whey, what happens to it?	It is matted, milled, salted, pressed, then cured and ripened, and finally packaged for retail.	FNH200::Lesson09
Why is whey a problem for the dairy industry?	Whey disposal is a major problem faced by the dairy industry because of the high water and solids content of the whey.	FNH200::Lesson09
Name the enzyme responsible for cheese production and state where it is naturally found.	Rennet, found in the 4th stomach of the calf (the abomasum). Chymosin is the active enzyme within rennet.	FNH200::Lesson09
What is the major function of rennet?	Formation of a yoghurt-like coagulum - it curdles the milk. It does NOT convert lactose to lactic acid; that is the starter culture's job.	FNH200::Lesson09
How does industry obtain enough rennet without using calf stomachs?	By genetic engineering: chymosin A is derived from Escherichia coli K-12, and chymosin B from Aspergillus niger or Kluyveromyces marxianus. Permitted cheese enzymes are listed in the Food and Drug Regulations, Division 8, B.08.033.	FNH200::Lesson09
How does genetically engineered chymosin appear in a cheese ingredient list?	As "microbial enzyme" - e.g. pasteurized milk, salt, bacterial culture, calcium chloride, microbial enzyme.	FNH200::Lesson09
Give three major reasons for salting cheese.	To draw the whey out of the curd, to flavour the final product, and to inhibit the growth of spoilage-causing microorganisms.	FNH200::Lesson09
What is NOT a major reason to salt cheese?	To aid the functions of rennet and the starter culture. By the salting step their work is finished, and salt actually slows them down.	FNH200::Lesson09
Propionibacterium shermanii - which cheese, and what does it do?	Swiss / Emmenthaler. It produces CO2 gas that forms the holes ("eyes") and gives a sweet, nutty flavour.	FNH200::Lesson09
Penicillium camembertii - which cheese, what does it hydrolyze, and what texture results?	Camembert and Brie. It forms the white, velvet coating on the rind and hydrolyzes PROTEIN to give the creamy texture.	FNH200::Lesson09
Penicillium roquefortii - which cheese, what does it hydrolyze, and what appearance results?	Roquefort and blue cheeses. It hydrolyzes MILK FAT, giving the blue-veined appearance and a sharp, piquant flavour.	FNH200::Lesson09
Which two regulatory agencies are responsible for regulating products derived from biotechnology in Canada?	Health Canada and the Canadian Food Inspection Agency (CFIA). Not the WHO, the FAO or the Codex Alimentarius Commission.	FNH200::Lesson09
What are "novel foods" in Canada?	All three of: (i) products that have never been used as a food, (ii) foods resulting from a process not previously used for food, and (iii) foods modified by genetic manipulation.	FNH200::Lesson09
What is the Canadian government's overall position on biotechnology-derived foods?	Regulate by product, not by process - assess the safety of the food that actually results rather than banning a technique outright.	FNH200::Lesson09
What type of energy shown on the electromagnetic spectrum is used in our everyday cooking (e.g. a stove element)?	Infrared. It is not microwave, ultraviolet, X-ray or gamma-ray.	FNH200::Lesson10
Where on the electromagnetic spectrum does food irradiation sit, and why is that region used?	At the short-wavelength, high-energy end: gamma-rays and X-rays (ionizing energy). It is used because of its good penetration power through food and packaging.	FNH200::Lesson10
Name the three approved sources of ionizing energy for food irradiation.	1) Gamma radiation from Cobalt-60 or Cesium-137;<br>2) X-rays generated from a machine source at or below 5 MeV;<br>3) Electrons generated from a machine source at or below 10 MeV.	FNH200::Lesson10
What does the Gray (Gy; also kiloGray, kGy, or Rad) measure?	The energy absorbed by a food, i.e. the irradiation dose.	FNH200::Lesson10
What is the maximum irradiation dose permitted in Canada?	Less than 10 kGy.	FNH200::Lesson10
Describe the layout of a Cobalt-60 food irradiation facility.	Cobalt-60 rods sit at the bottom of a water pool; food on an overhead conveyor passes above the source, absorbs the gamma rays, and moves on. The source never touches the food.	FNH200::Lesson10
What is the main regulatory concern in operating a food irradiation facility?	The safety of the personnel operating the plant, not the safety of the food.	FNH200::Lesson10
What are the two mechanisms by which ionizing energy preserves food?	Direct effect: damage to DNA materials.<br>Indirect effect: formation of free radicals and hydrogen peroxide from water.	FNH200::Lesson10
List the six consequences of the DIRECT DNA damage caused by ionizing energy.	(i) Destruction of microorganisms, (ii) destruction of insects, (iii) inactivation of parasites, (iv) delaying of ripening, (v) sprouting inhibition, (vi) destruction of enzymes. The answer is All of them.	FNH200::Lesson10
Why do irradiated potatoes and onions not sprout?	The direct DNA damage hits the still-living food tissue, giving sprouting inhibition and delayed ripening.	FNH200::Lesson10
Ionizing energy preserves food INDIRECTLY by forming what?	Free radicals, hydrogen peroxide (H2O2), and radiolytic products, which attack microbial cells chemically.	FNH200::Lesson10
Is 'radiative food' (radioactive food) formed by the indirect effect of irradiation?	No. Free radicals, hydrogen peroxide and radiolytic products are formed, but the food does not become radioactive.	FNH200::Lesson10
Radicidation: what dose and what target?	Less than 10 kGy; destroys disease-causing (pathogenic) microorganisms.	FNH200::Lesson10
Radurization: what dose and what target?	Less than 10 kGy; destroys spoilage-causing microorganisms.	FNH200::Lesson10
Radappertization: what dose and what target?	Greater than 10 kGy; achieves sterilization. Named after Appert, the father of canning.	FNH200::Lesson10
